Transaction ID,Customer ID,Customer Name,Age,Gender,Location,Product ID,Product Name,Category,Quantity Purchased,Price per Unit ($),Total Purchase Amount ($),Purchase Date,Payment Method,Customer Feedback Score
196,CUST6223,Kellie Jacobson,42,Female,Port Alexis,PROD848,Eggs,Grocery,5,42.67,213.35,2024-07-15,Credit Card,3
197,CUST6962,Linda Walker,25,Male,West Kaitlynton,PROD579,Comics,Books,1,228.51,228.51,2024-10-29,Debit Card,3
198,CUST6302,Nicholas Lambert,63,Male,Katherinehaven,PROD290,Couch,Home & Kitchen,1,145.89,145.89,2024-12-19,PayPal,3
199,CUST2634,Michelle Reed,64,Female,North Brittany,PROD588,Bread,Grocery,3,438.4,1315.2,2024-12-29,Credit Card,4
200,CUST6668,Alejandro Scott,51,Female,Coreyfort,PROD564,Milk,Grocery,3,340.4,1021.2,2023-04-02,Cash,3
201,CUST6494,James Schmidt,55,Female,Smithside,PROD761,T-shirt,Fashion,4,186.77,747.08,2024-04-05,PayPal,1
202,CUST3185,Jason Ballard,45,Non-binary,Douglasview,PROD628,Dumbbells,Sports,4,370.37,1481.48,2023-10-18,Debit Card,3
203,CUST7582,Lisa Cummings,57,Female,South Lisaburgh,PROD742,Jeans,Fashion,5,464.11,2320.55,2023-08-21,Cryptocurrency,2
204,CUST6974,Alan Stanley Jr.,44,Male,Terranceland,PROD644,Vegetables,Grocery,5,107.6,538.0,2024-10-16,Credit Card,2
205,CUST2363,Mr. Garrett Harris,46,Non-binary,Lake Donnachester,PROD248,Headphones,Electronics,4,358.4,1433.6,2025-02-06,Cryptocurrency,2
206,CUST9551,Jerry Wilson,19,Male,Whitneytown,PROD350,Sneakers,Fashion,2,159.03,318.06,2024-09-06,Cash,5
207,CUST3557,Kelly Livingston,41,Male,New Michael,PROD660,Football,Sports,2,491.67,983.34,2024-08-18,PayPal,5
208,CUST7008,Raymond Stephenson,54,Non-binary,Kathytown,PROD217,Tablet,Electronics,2,192.4,384.8,2024-02-03,Credit Card,4
209,CUST8584,Xavier Jenkins,54,Non-binary,South Lisaside,PROD211,T-shirt,Fashion,5,361.54,1807.7,2024-02-12,Cryptocurrency,3
210,CUST4534,Michelle Rogers,61,Non-binary,Schneiderville,PROD940,Laptop,Electronics,5,377.33,1886.65,2025-01-05,Cryptocurrency,5
211,CUST4818,Clarence Contreras,53,Male,Seanport,PROD996,Fruits,Grocery,5,412.39,2061.95,2024-01-08,Credit Card,1
212,CUST2648,Katherine Frank,38,Female,Pricemouth,PROD492,Football,Sports,4,357.81,1431.24,2023-11-20,Credit Card,5
213,CUST3941,Robin Jensen,41,Non-binary,South Jamesburgh,PROD974,Dishwasher,Home & Kitchen,4,495.19,1980.76,2024-11-09,Cryptocurrency,5
214,CUST7969,Patrick Palmer,19,Female,New Kristenland,PROD967,Non-fiction,Books,2,31.75,63.5,2025-02-23,Cryptocurrency,1
215,CUST4328,Joseph Lewis,63,Female,Robertsonville,PROD819,Milk,Grocery,2,357.46,714.92,2024-12-03,Credit Card,2
216,CUST6646,Cynthia Miller,21,Male,Greenburgh,PROD670,Blender,Home & Kitchen,5,214.16,1070.8,2024-05-12,Cash,5
217,CUST9574,Robert Evans,50,Non-binary,Moniqueport,PROD925,Tennis Racket,Sports,4,216.85,867.4,2024-04-30,Cryptocurrency,5
218,CUST3668,Ryan Walker,38,Non-binary,West Robert,PROD293,Microwave,Home & Kitchen,3,434.5,1303.5,2023-06-01,Cryptocurrency,3
219,CUST6911,David Coleman,50,Male,Nicholastown,PROD305,Football,Sports,4,100.22,400.88,2023-08-03,PayPal,1
220,CUST8663,Michael Lopez,25,Female,New Andrew,PROD268,Fiction,Books,4,224.34,897.36,2023-07-13,Cryptocurrency,2
221,CUST9818,Michael Kelley,46,Non-binary,New Timothy,PROD838,Vegetables,Grocery,5,36.78,183.9,2024-09-23,Credit Card,2
222,CUST6093,Daniel Soto,33,Male,Austinbury,PROD410,Tennis Racket,Sports,1,488.14,488.14,2024-01-10,PayPal,4
223,CUST8131,Donna Johnson DVM,26,Non-binary,East Christianborough,PROD287,Laptop,Electronics,3,111.95,335.85,2023-10-31,Debit Card,1
224,CUST4500,Joshua Decker,59,Female,Simonhaven,PROD370,Bread,Grocery,1,356.26,356.26,2025-02-07,Cash,3
225,CUST8344,Tamara Choi,28,Non-binary,North Karastad,PROD430,Laptop,Electronics,2,8.91,17.82,2023-07-12,PayPal,5
226,CUST2206,Ashley Dean,33,Male,Alexanderhaven,PROD798,Microwave,Home & Kitchen,5,24.02,120.1,2023-04-27,Cash,2
227,CUST2927,Vanessa Davis,20,Non-binary,Angelaside,PROD838,Science,Books,2,364.65,729.3,2023-11-14,PayPal,4
228,CUST5011,Heather Richards,29,Female,East Matthew,PROD267,Smartwatch,Electronics,5,464.08,2320.4,2023-04-26,Cash,5
229,CUST1956,Timothy Hicks,29,Male,West Michelle,PROD281,Laptop,Electronics,2,356.88,713.76,2023-08-06,Cryptocurrency,5
230,CUST8603,Willie Jones,24,Male,North Vincent,PROD450,Football,Sports,1,282.11,282.11,2024-01-16,PayPal,1
231,CUST1744,Andrea Williams,29,Non-binary,Tylermouth,PROD322,Blender,Home & Kitchen,4,40.33,161.32,2023-06-30,Cash,3
232,CUST6230,Christine Gonzalez,64,Non-binary,Stokesmouth,PROD704,Jeans,Fashion,1,432.66,432.66,2024-08-04,Debit Card,5
233,CUST4013,Laura Doyle,62,Non-binary,South Kimberlyberg,PROD545,Non-fiction,Books,1,134.2,134.2,2024-08-10,Cash,2
234,CUST3445,Jordan Obrien,49,Female,East David,PROD587,Tennis Racket,Sports,5,33.22,166.1,2023-09-23,Credit Card,5
235,CUST7269,Sara Jones,62,Non-binary,Myersfurt,PROD786,Blender,Home & Kitchen,3,320.54,961.62,2025-01-06,Debit Card,4
236,CUST1574,Shelia Valencia,41,Male,New Peter,PROD484,Watch,Fashion,3,265.94,797.82,2024-01-08,Credit Card,5
237,CUST4123,Randall Thompson,47,Female,New Melanie,PROD441,Yoga Mat,Sports,5,189.63,948.15,2023-04-22,Cash,3
238,CUST1900,Julia Moore,51,Female,Kevinshire,PROD994,Tablet,Electronics,1,315.42,315.42,2023-06-03,PayPal,3
239,CUST4365,Vincent Rios,32,Non-binary,Shahville,PROD162,Science,Books,4,33.69,134.76,2025-02-08,Cash,4
240,CUST5474,Jose Brown,57,Female,Port Laura,PROD212,Running Shoes,Sports,1,16.94,16.94,2024-07-27,Cryptocurrency,5
241,CUST2455,Beth Dixon,39,Male,New Joshualand,PROD123,Running Shoes,Sports,1,481.9,481.9,2023-06-05,Debit Card,4
242,CUST3831,Alexander Phelps,62,Non-binary,Millershire,PROD664,Yoga Mat,Sports,1,14.39,14.39,2024-03-20,PayPal,4
243,CUST7986,John Moore,53,Male,West Robert,PROD468,Science,Books,2,324.16,648.32,2024-01-30,Debit Card,1
244,CUST8005,Debbie Burke,52,Female,East Joshuafurt,PROD652,Jeans,Fashion,5,238.91,1194.55,2024-06-07,Credit Card,2
245,CUST4569,Devin Moreno DDS,36,Non-binary,Fosterhaven,PROD590,Vegetables,Grocery,2,350.22,700.44,2024-06-13,Cryptocurrency,5
246,CUST9808,Christopher Robinson,19,Male,Geraldchester,PROD286,Dumbbells,Sports,5,164.66,823.3,2024-02-29,Debit Card,3
247,CUST1255,Marcus Hall,36,Male,West Ricardo,PROD713,Headphones,Electronics,1,399.05,399.05,2024-08-25,Credit Card,4
248,CUST6471,Edward Jones,40,Non-binary,South Andres,PROD372,Jacket,Fashion,1,333.47,333.47,2024-03-15,Cryptocurrency,3
249,CUST8033,Gregory Black,44,Non-binary,Leonardfort,PROD191,Microwave,Home & Kitchen,2,113.31,226.62,2024-07-07,Cryptocurrency,3
250,CUST4555,Michael Allen,24,Male,New Johnshire,PROD824,Dumbbells,Sports,3,279.4,838.2,2025-01-08,Debit Card,1
251,CUST1184,Bonnie Huffman,56,Male,Mooremouth,PROD717,Fruits,Grocery,2,311.41,622.82,2023-10-25,Credit Card,5
252,CUST9265,Karen Kennedy,32,Female,Duffymouth,PROD255,Comics,Books,3,323.76,971.28,2023-05-06,Credit Card,5
253,CUST9760,Charles Meyers,55,Female,Feliciaborough,PROD465,Dumbbells,Sports,1,142.69,142.69,2023-05-13,Debit Card,2
254,CUST4953,Ashley Valdez,52,Female,South Rachelberg,PROD701,Dishwasher,Home & Kitchen,5,420.84,2104.2,2023-03-29,Debit Card,1
255,CUST1749,Vincent Ortega,33,Male,Lake Stephanie,PROD771,Non-fiction,Books,3,74.7,224.1,2024-08-18,Cryptocurrency,2
256,CUST1277,Michael Perez,51,Non-binary,Lake Terrance,PROD903,Tennis Racket,Sports,3,102.22,306.66,2023-05-25,Cash,5
257,CUST3738,Erica Martinez,20,Non-binary,New Nicholasberg,PROD151,Football,Sports,4,287.43,1149.72,2024-11-07,Debit Card,4
258,CUST6622,Rhonda Hubbard PhD,36,Male,Tuckerville,PROD112,Dishwasher,Home & Kitchen,3,431.94,1295.82,2024-06-27,Credit Card,1
259,CUST2391,Eugene Wright,23,Female,Alexanderside,PROD758,Football,Sports,2,320.96,641.92,2024-08-15,Cash,1
260,CUST4231,Kari Ford,22,Male,South Stevenfort,PROD888,Microwave,Home & Kitchen,3,152.61,457.83,2024-02-08,Debit Card,3
261,CUST2261,Joseph Hudson,49,Non-binary,East Karenchester,PROD815,Microwave,Home & Kitchen,5,269.03,1345.15,2024-07-07,PayPal,3
262,CUST1710,Heather Smith,63,Non-binary,New Meghanland,PROD632,Science,Books,1,192.96,192.96,2023-12-05,PayPal,1
263,CUST6655,Joshua Buchanan,24,Non-binary,North Laurenberg,PROD506,Tablet,Electronics,5,210.38,1051.9,2023-10-29,PayPal,4
264,CUST3432,Steven Martin,44,Female,New Mallorymouth,PROD478,Biography,Books,2,28.13,56.26,2023-12-11,Cryptocurrency,5
265,CUST7961,Rebecca Williams,61,Non-binary,Laurieland,PROD133,Biography,Books,3,91.2,273.6,2024-10-21,Credit Card,4
266,CUST1197,Kevin Brown,63,Non-binary,North Seanstad,PROD187,Eggs,Grocery,1,313.3,313.3,2023-11-16,Credit Card,4
267,CUST9978,Tracey Arellano,28,Non-binary,Freemanfort,PROD140,T-shirt,Fashion,4,354.64,1418.56,2023-10-27,Credit Card,4
268,CUST6169,David Green,44,Non-binary,West Madisonshire,PROD668,Biography,Books,3,282.05,846.15,2024-05-25,PayPal,4
269,CUST9202,Heather Bryan,49,Female,Port Ronaldport,PROD878,Tennis Racket,Sports,3,78.89,236.67,2024-11-06,Cryptocurrency,3
270,CUST4725,Angela Trevino,36,Male,Hernandezside,PROD966,Comics,Books,4,28.72,114.88,2023-05-12,Cash,1
271,CUST5981,Adam Henry,44,Non-binary,New Darrellshire,PROD780,Jeans,Fashion,4,31.69,126.76,2024-04-03,Credit Card,5
272,CUST5143,Debra Brown,22,Non-binary,Brandyberg,PROD190,Laptop,Electronics,3,189.93,569.79,2023-03-24,Credit Card,5
273,CUST6000,James Patterson,21,Female,Martinezside,PROD184,Smartwatch,Electronics,3,78.2,234.6,2023-05-07,Debit Card,2
274,CUST1882,Tyler Dean,50,Male,Brandytown,PROD530,Watch,Fashion,3,449.81,1349.43,2023-07-11,Cash,2
275,CUST9986,Nancy Reyes,45,Female,Port Thomas,PROD469,Vacuum Cleaner,Home & Kitchen,3,454.27,1362.81,2024-12-19,Cryptocurrency,1
276,CUST3541,Michael Stevens,47,Male,East Lisa,PROD602,Jeans,Fashion,1,67.45,67.45,2023-03-20,PayPal,1
277,CUST1216,Jason Chandler,37,Male,Jonathanchester,PROD422,Fiction,Books,4,223.6,894.4,2024-04-27,Cash,2
278,CUST2344,Patrick Jones,48,Female,Emilymouth,PROD447,Jacket,Fashion,1,63.25,63.25,2024-11-13,Cash,5
279,CUST3628,Hunter Hodges,24,Non-binary,North Carlosland,PROD655,Non-fiction,Books,4,128.1,512.4,2024-04-05,PayPal,5
280,CUST8117,Raymond Jimenez,51,Male,New Danielle,PROD328,Sneakers,Fashion,3,381.26,1143.78,2023-05-01,PayPal,4
281,CUST9682,Stacy Perkins,27,Male,East Jenniferbury,PROD102,Milk,Grocery,1,35.43,35.43,2025-02-20,Debit Card,4
282,CUST1558,Julie Greene,42,Male,Lake Michaelshire,PROD878,Blender,Home & Kitchen,1,413.62,413.62,2024-02-06,Cryptocurrency,3
283,CUST3523,James Castillo,44,Non-binary,Nelsonhaven,PROD613,Headphones,Electronics,5,137.55,687.75,2023-07-04,Credit Card,5
284,CUST6109,Tiffany Hill,59,Non-binary,Hernandezbury,PROD379,Yoga Mat,Sports,3,128.02,384.06,2025-01-30,Cash,5
285,CUST4625,Melanie Singh,22,Female,Lake Lisaberg,PROD445,Dumbbells,Sports,5,102.66,513.3,2024-11-23,Debit Card,4
286,CUST7812,Rebecca Noble,55,Non-binary,Lawrencefort,PROD604,Vacuum Cleaner,Home & Kitchen,5,157.12,785.6,2025-01-22,Cryptocurrency,4
287,CUST4045,Nicholas Eaton,65,Female,Phillipmouth,PROD424,Comics,Books,4,490.39,1961.56,2024-12-12,Credit Card,3
288,CUST3570,Bobby Nichols,53,Female,Diazstad,PROD348,Jacket,Fashion,5,93.66,468.3,2023-10-09,PayPal,2
289,CUST7629,Christine Parker,48,Male,Spencerborough,PROD461,Vacuum Cleaner,Home & Kitchen,4,461.17,1844.68,2024-03-03,Credit Card,4
290,CUST8984,William Davis,62,Non-binary,North Timothyton,PROD808,Smartphone,Electronics,2,266.03,532.06,2023-05-09,Cash,3
291,CUST1557,Michelle Moreno,45,Non-binary,Robertaville,PROD357,Non-fiction,Books,3,297.98,893.94,2023-12-12,PayPal,1
292,CUST2829,Samantha Young,54,Female,West Christina,PROD343,Dishwasher,Home & Kitchen,2,354.34,708.68,2023-07-25,Credit Card,1
293,CUST1019,Katherine Smith,65,Female,Joshuaport,PROD979,Headphones,Electronics,5,345.04,1725.2,2023-12-01,Credit Card,2
294,CUST8772,Nancy Avila,23,Non-binary,Paynefort,PROD530,Comics,Books,3,10.86,32.58,2024-08-25,Cryptocurrency,1
295,CUST7516,Margaret Becker,31,Non-binary,Lake Phillip,PROD674,Bread,Grocery,3,419.75,1259.25,2023-04-05,Cryptocurrency,4
296,CUST7339,Amanda Johnson,50,Male,New James,PROD906,Milk,Grocery,5,170.45,852.25,2024-01-26,Cryptocurrency,1
297,CUST5014,Cindy West,40,Male,East Anthonystad,PROD860,Eggs,Grocery,5,125.96,629.8,2023-03-20,Cash,1
298,CUST5569,Thomas Odonnell,38,Male,Johnhaven,PROD840,Couch,Home & Kitchen,2,140.72,281.44,2024-06-25,Debit Card,5
299,CUST6919,Matthew Hicks,62,Non-binary,West Kevinland,PROD619,Dumbbells,Sports,1,163.81,163.81,2023-10-25,PayPal,5
300,CUST2032,Meagan Davis,31,Female,North Debra,PROD768,Bread,Grocery,5,498.02,2490.1,2023-12-05,Cash,4
301,CUST1400,Kristin Conway,52,Male,Jensenville,PROD304,Couch,Home & Kitchen,2,432.76,865.52,2023-12-10,Debit Card,1
302,CUST1357,Jessica Chung,58,Female,Port Markbury,PROD585,Fiction,Books,3,294.26,882.78,2025-01-13,Cash,1
303,CUST6921,Carlos Rodriguez,27,Female,South Miranda,PROD875,T-shirt,Fashion,5,170.43,852.15,2024-08-31,PayPal,3
304,CUST5987,Brian Schmidt,41,Male,North Lauraville,PROD397,Blender,Home & Kitchen,1,214.18,214.18,2025-01-13,Debit Card,5
305,CUST1247,Stephanie Osborn,33,Non-binary,Andreaville,PROD432,Watch,Fashion,3,151.38,454.14,2024-10-10,Cash,2
306,CUST1362,Steven Hatfield,41,Female,Ronaldburgh,PROD911,Comics,Books,2,103.6,207.2,2024-10-28,Cryptocurrency,2
307,CUST1403,Robert Johnson,31,Non-binary,New Jeffreyberg,PROD761,Vegetables,Grocery,4,398.49,1593.96,2024-04-17,Cash,2
308,CUST4152,William Ortiz,36,Male,Christopherview,PROD873,Fruits,Grocery,3,229.61,688.83,2024-07-03,PayPal,5
309,CUST4601,Jeffrey Bell,19,Non-binary,Lake Stephaniefurt,PROD368,Vegetables,Grocery,2,300.05,600.1,2023-12-01,Credit Card,4
310,CUST6542,Lance Dennis,53,Non-binary,West Ashleechester,PROD148,Couch,Home & Kitchen,1,397.93,397.93,2023-03-19,Cash,5
311,CUST4708,Jennifer Ballard,31,Female,Janicebury,PROD643,Blender,Home & Kitchen,1,113.29,113.29,2025-01-24,Cryptocurrency,2
312,CUST4471,Scott Hernandez,41,Non-binary,Port Lauraville,PROD614,Laptop,Electronics,4,10.04,40.16,2023-05-10,Debit Card,4
313,CUST3460,Suzanne Thompson,23,Male,Robinsonhaven,PROD820,Bread,Grocery,2,492.77,985.54,2024-08-22,Credit Card,4
314,CUST4797,Jonathan Bailey,29,Male,Danielleport,PROD602,Non-fiction,Books,2,121.21,242.42,2023-06-04,Cryptocurrency,2
315,CUST7370,Lauren Fox,44,Male,Lake Taraview,PROD519,Non-fiction,Books,1,429.46,429.46,2025-01-09,Cash,2
316,CUST4430,Guy Andrews,55,Non-binary,East Pamela,PROD493,Yoga Mat,Sports,3,95.94,287.82,2023-04-06,Cryptocurrency,2
317,CUST4461,Stephen Thomas,19,Male,Jamesville,PROD508,Football,Sports,2,261.77,523.54,2023-09-12,PayPal,1
318,CUST5850,Amber Hartman,43,Non-binary,Wilsonborough,PROD631,Eggs,Grocery,3,129.02,387.06,2023-07-22,Cryptocurrency,4
319,CUST9594,Karen Williams,18,Male,Timbury,PROD899,Jacket,Fashion,3,312.92,938.76,2024-01-31,Credit Card,4
320,CUST7861,Sara Williams,52,Male,Jamieberg,PROD259,Running Shoes,Sports,4,205.11,820.44,2024-12-06,Cryptocurrency,2
321,CUST5851,Sean Kirk,35,Male,Hodgesfurt,PROD256,Bread,Grocery,3,474.05,1422.15,2024-09-17,Debit Card,4
322,CUST1111,Jaime Harper,31,Male,North Kristaton,PROD611,Milk,Grocery,3,77.24,231.72,2024-05-01,Cryptocurrency,1
323,CUST8994,Joseph Salas,27,Non-binary,Port Robert,PROD652,Bread,Grocery,1,69.11,69.11,2024-02-26,PayPal,5
324,CUST1881,Cory Carter,26,Female,South Deannaland,PROD743,Science,Books,1,275.32,275.32,2024-07-23,Debit Card,2
325,CUST5074,Trevor Manning,63,Non-binary,North Juliafort,PROD262,Dishwasher,Home & Kitchen,1,488.22,488.22,2024-03-01,Credit Card,3
326,CUST4915,Frederick Tate,50,Female,Bondshire,PROD664,Running Shoes,Sports,5,430.61,2153.05,2025-01-14,Debit Card,4
327,CUST7522,Sean Snyder,38,Female,Elizabethside,PROD251,Headphones,Electronics,4,222.57,890.28,2023-08-13,Debit Card,3
328,CUST5710,Tracy Myers,64,Male,Donnaside,PROD223,Jeans,Fashion,2,171.86,343.72,2024-11-05,Cash,3
329,CUST9210,Lori Munoz,21,Female,Francoville,PROD595,Milk,Grocery,5,40.43,202.15,2024-10-19,Credit Card,3
330,CUST4878,Robert Benjamin,25,Female,Brownview,PROD641,Smartphone,Electronics,3,486.78,1460.34,2024-06-29,PayPal,5
331,CUST9682,Ashley Carroll,27,Female,South Jeffreyville,PROD426,Couch,Home & Kitchen,2,222.09,444.18,2023-05-18,Cash,4
332,CUST3295,Kenneth Miller,31,Female,Robbinsstad,PROD579,Biography,Books,3,442.09,1326.27,2025-01-01,Debit Card,4
333,CUST5111,Justin Mcconnell,30,Female,North Samuel,PROD429,Sneakers,Fashion,1,199.09,199.09,2023-09-20,Cash,1
334,CUST4445,Jason Sharp,26,Female,East David,PROD741,T-shirt,Fashion,2,398.6,797.2,2023-09-29,PayPal,2
335,CUST7950,Jordan Turner,39,Female,Curtiston,PROD929,Yoga Mat,Sports,2,273.31,546.62,2024-06-04,Cash,3
336,CUST2208,Mary Garza,63,Male,West Frankmouth,PROD446,Dumbbells,Sports,3,36.49,109.47,2024-06-09,PayPal,2
337,CUST6571,Steven Conner,58,Male,Ashleytown,PROD765,Dumbbells,Sports,1,197.09,197.09,2023-12-07,Debit Card,1
338,CUST6412,William Reynolds,25,Non-binary,East Melissa,PROD161,Comics,Books,4,415.07,1660.28,2025-02-05,Cash,3
339,CUST9599,Gregory Reynolds,54,Female,Johnsonmouth,PROD107,Non-fiction,Books,1,163.14,163.14,2023-03-31,Cash,4
340,CUST3299,Curtis Riley,51,Non-binary,West Steven,PROD911,Jacket,Fashion,3,388.47,1165.41,2024-02-22,Debit Card,5
341,CUST7221,Rick Mckinney,65,Non-binary,Coreyburgh,PROD898,Running Shoes,Sports,1,239.15,239.15,2025-01-29,Cash,2
342,CUST4887,Bradley Clark,40,Male,Erikville,PROD385,Smartphone,Electronics,2,154.83,309.66,2024-10-28,Cash,3
343,CUST1657,John Flores MD,18,Female,New Emily,PROD468,Smartphone,Electronics,3,167.84,503.52,2024-07-13,Debit Card,5
344,CUST5069,Allen Hunter,30,Non-binary,Marisafort,PROD322,Milk,Grocery,3,173.84,521.52,2024-11-27,PayPal,3
345,CUST6720,John Kaiser,63,Male,North Madeline,PROD979,Non-fiction,Books,3,325.4,976.2,2025-02-15,Debit Card,3
346,CUST7475,Alyssa Rodriguez,59,Female,North Jessica,PROD485,Football,Sports,4,460.44,1841.76,2024-09-22,PayPal,3
347,CUST6503,Jason Burton,53,Male,Josephtown,PROD128,Running Shoes,Sports,1,327.62,327.62,2024-08-10,PayPal,2
348,CUST7170,Jeffrey Watson,57,Non-binary,Hamptonchester,PROD772,Vacuum Cleaner,Home & Kitchen,2,482.52,965.04,2023-04-28,Credit Card,3
349,CUST1179,Corey Jones,39,Non-binary,West Lance,PROD832,Blender,Home & Kitchen,4,395.01,1580.04,2024-03-10,Credit Card,1
350,CUST9442,Jamie Holloway,33,Male,Aaronshire,PROD735,Eggs,Grocery,4,457.08,1828.32,2023-06-09,Cash,4
351,CUST3927,Sean Jackson,49,Male,West Seanside,PROD714,Football,Sports,3,208.51,625.53,2023-08-01,Cryptocurrency,2
352,CUST8185,Peter Moore,45,Female,North Pamela,PROD707,Running Shoes,Sports,5,413.01,2065.05,2024-09-15,Cash,1
353,CUST3724,Tina Bennett,37,Male,Griffithport,PROD545,Watch,Fashion,5,37.75,188.75,2024-01-22,Cryptocurrency,5
354,CUST7566,Keith Taylor,48,Non-binary,Jonesbury,PROD895,Dishwasher,Home & Kitchen,5,13.53,67.65,2024-11-13,Cryptocurrency,4
355,CUST9361,Donald Avila,24,Female,Port Ronaldfurt,PROD408,Vegetables,Grocery,3,354.53,1063.59,2023-03-20,Cash,5
356,CUST6480,Kendra Ware,36,Male,South Jennifer,PROD910,Biography,Books,5,187.02,935.1,2023-11-20,PayPal,4
357,CUST3817,Mark Austin,64,Male,Seanport,PROD587,Jacket,Fashion,2,210.14,420.28,2024-07-28,Cryptocurrency,5
358,CUST5595,Amber Mullen,47,Male,South Shelby,PROD211,Biography,Books,1,251.44,251.44,2023-12-12,PayPal,1
359,CUST9193,Angela Gross,53,Female,Paulshire,PROD454,Non-fiction,Books,3,450.0,1350.0,2023-11-15,Cash,3
360,CUST3832,Angela Brown,31,Female,Heathershire,PROD754,Dishwasher,Home & Kitchen,3,79.33,237.99,2023-07-07,Cash,5
361,CUST5161,Mariah Kim,54,Female,Shannonfurt,PROD409,Vegetables,Grocery,3,496.58,1489.74,2023-10-09,PayPal,4
362,CUST5903,Paul Pena,57,Non-binary,New Edgar,PROD398,Bread,Grocery,3,119.41,358.23,2024-11-01,Cash,3
363,CUST6116,Jay Wilson,56,Non-binary,Miaton,PROD280,Vacuum Cleaner,Home & Kitchen,5,257.75,1288.75,2025-03-09,Credit Card,5
364,CUST2647,Mr. Adam Hayden,41,Male,South Jonathan,PROD378,Eggs,Grocery,3,411.15,1233.45,2024-11-22,Cryptocurrency,4
365,CUST6546,Allison Goodman,24,Male,West Joannastad,PROD892,Jacket,Fashion,1,93.8,93.8,2024-12-02,PayPal,3
366,CUST4678,Anne Johnson,57,Non-binary,Lisachester,PROD380,Fruits,Grocery,5,49.09,245.45,2024-06-10,Cryptocurrency,2
367,CUST8835,Eric Davenport,28,Non-binary,New Benjamin,PROD437,Dishwasher,Home & Kitchen,2,418.96,837.92,2024-07-01,PayPal,2
368,CUST4257,Charles Evans,60,Female,Bergville,PROD570,Tablet,Electronics,3,333.4,1000.2,2023-12-22,Debit Card,2
369,CUST7838,Kyle Glover,53,Male,Port Kristinaport,PROD808,Bread,Grocery,5,161.56,807.8,2023-05-31,Cryptocurrency,5
370,CUST3474,Catherine Ellison,21,Non-binary,South Julie,PROD695,Watch,Fashion,4,312.96,1251.84,2024-06-04,Credit Card,5
371,CUST4245,Ashley Stewart,33,Male,Heatherland,PROD720,Comics,Books,5,190.53,952.65,2023-09-27,Cryptocurrency,1
372,CUST8812,Noah Harding,24,Female,Williamston,PROD811,Science,Books,3,281.45,844.35,2023-12-18,Credit Card,3
373,CUST6576,Jason Rodriguez,50,Female,Rossfort,PROD938,Watch,Fashion,3,57.44,172.32,2024-07-23,Credit Card,1
374,CUST2007,David Hunt,41,Non-binary,Port Cynthialand,PROD371,Tablet,Electronics,4,468.44,1873.76,2024-08-14,Cryptocurrency,5
375,CUST5415,Lisa Hernandez,55,Male,Lake Tanya,PROD550,Smartwatch,Electronics,2,32.35,64.7,2023-12-22,Cryptocurrency,5
376,CUST6449,Dana Tucker,50,Female,East Kelsey,PROD204,Vegetables,Grocery,1,339.22,339.22,2024-06-14,Cryptocurrency,3
377,CUST9699,Katie Haynes,20,Female,Jaredmouth,PROD325,Laptop,Electronics,1,65.49,65.49,2023-03-30,Cryptocurrency,2
378,CUST9584,Angela Patel,24,Female,Lopezbury,PROD578,Dishwasher,Home & Kitchen,4,115.48,461.92,2024-08-02,Cash,2
379,CUST6510,Monica Gibson,18,Female,South Reginaside,PROD121,Bread,Grocery,2,267.44,534.88,2024-06-10,Debit Card,5
380,CUST3540,Janet Diaz,23,Female,Jimmymouth,PROD409,Football,Sports,4,123.64,494.56,2023-07-05,Credit Card,4
381,CUST5055,Brian Mccall,58,Female,New Alex,PROD680,Blender,Home & Kitchen,1,305.8,305.8,2024-03-23,Credit Card,2
382,CUST2778,Lisa Barnett,34,Female,Port Ryanfurt,PROD662,Running Shoes,Sports,4,43.26,173.04,2025-02-25,Debit Card,3
383,CUST9216,David Wilson,46,Non-binary,Hicksburgh,PROD378,Smartwatch,Electronics,5,10.06,50.3,2024-09-04,PayPal,1
384,CUST1361,Steven Rogers,35,Non-binary,Louisside,PROD694,Watch,Fashion,4,97.89,391.56,2023-12-23,Credit Card,3
385,CUST3735,Ruben Campbell,60,Female,Codyberg,PROD934,Jeans,Fashion,2,481.54,963.08,2025-01-29,Debit Card,5
386,CUST3822,Taylor Houston,64,Female,Lisaberg,PROD628,Jeans,Fashion,4,362.19,1448.76,2024-02-02,PayPal,4
387,CUST6121,Matthew Harris,34,Female,Tinafurt,PROD178,Headphones,Electronics,5,75.96,379.8,2024-04-26,Debit Card,5
388,CUST2291,Carolyn Hoffman,57,Male,Martinland,PROD276,Tennis Racket,Sports,5,65.63,328.15,2024-12-02,Credit Card,1
389,CUST7968,Kristina Phillips,62,Male,Lake Briannahaven,PROD232,Comics,Books,3,75.57,226.71,2023-08-23,Debit Card,1
390,CUST6254,Dawn Moore,41,Non-binary,Lake Ashley,PROD149,Yoga Mat,Sports,2,78.85,157.7,2024-05-11,PayPal,5
391,CUST3727,Vicki Morgan,49,Female,East Matthew,PROD319,Headphones,Electronics,1,10.84,10.84,2023-07-01,Credit Card,1
392,CUST2093,Jacob Cruz,42,Female,Alvarezfurt,PROD680,Smartwatch,Electronics,3,201.4,604.2,2025-02-04,Cash,3
393,CUST5175,Kevin Wise,44,Female,Briannaberg,PROD584,Watch,Fashion,4,321.76,1287.04,2024-10-07,Credit Card,1
